customer_id,email,state,plan,plan_list_price,churn_status,churn,total_events,active_days,last_activity,unique_event_types,events_per_active_day,events_last_30d,active_days_last_30d,total_tickets,avg_resolution_time_hours,max_resolution_time_hours,unique_topics,most_common_channel,gdpr_tickets,had_support,tickets_last_30d,days_since_last_activity,engagement_quartile
C10145,user10145@example.net,RI,enterprise,116.0,,,2.0,2.0,2025-09-23 09:39:50.245895,2.0,1.0,0.0,0.0,1.0,11.49,11.49,1.0,phone,0.0,True,0.0,69.0,mid
C10146,user10146@example.com,FL,enterprise,148.0,Y,1.0,1.0,1.0,2025-10-16 07:50:35.300277,1.0,1.0,0.0,0.0,2.0,6.744999999999999,8.7,2.0,email,0.0,True,1.0,46.0,low
C10147,user10147@example.com,IA,basic,19.0,,,1.0,1.0,2025-09-13 06:52:55.469696,1.0,1.0,0.0,0.0,1.0,5.2,5.2,1.0,chat,0.0,True,0.0,79.0,low
C10148,user10148@example.com,OH,free,0.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,22.973333333333333,28.06,3.0,phone,0.0,True,0.0,,low
C10149,user10149@example.com,LA,free,0.0,,,2.0,2.0,2025-09-09 08:36:33.046110,1.0,1.0,0.0,0.0,2.0,8.785,10.09,2.0,chat,1.0,True,0.0,83.0,mid
C10150,user10150@example.net,MO,basic,30.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,15.815000000000001,21.75,4.0,email,0.0,True,0.0,,low
C10151,user10151@example.com,PA,enterprise,134.0,,,1.0,1.0,2025-07-28 05:32:44.618787,1.0,1.0,0.0,0.0,3.0,9.323333333333332,11.3,3.0,chat,1.0,True,0.0,126.0,low
C10152,user10152@example.org,ND,pro,67.0,Y,1.0,1.0,1.0,2025-11-11 12:12:03.755044,1.0,1.0,1.0,1.0,3.0,14.306666666666667,24.99,2.0,email,0.0,True,2.0,20.0,low
C10153,user10153@example.net,MT,basic,13.0,,,2.0,2.0,2025-10-29 18:19:36.374640,2.0,1.0,0.0,0.0,1.0,4.32,4.32,1.0,email,0.0,True,1.0,33.0,mid
C10154,user10154@example.net,VA,free,0.0,Y,1.0,1.0,1.0,2025-11-10 21:24:53.395851,1.0,1.0,1.0,1.0,1.0,14.51,14.51,1.0,email,0.0,True,1.0,20.0,low
C10155,user10155@example.org,VA,pro,34.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,15.62,15.62,1.0,email,0.0,True,0.0,,low
C10156,user10156@example.org,MA,pro,72.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,6.71,10.16,2.0,-,0.0,True,0.0,,low
C10157,user10157@example.com,WA,basic,18.0,,,1.0,1.0,2025-09-30 21:56:29.336726,1.0,1.0,0.0,0.0,2.0,5.13,7.6,2.0,phone,0.0,True,0.0,61.0,low
C10158,user10158@example.com,MN,pro,73.0,,,2.0,2.0,2025-09-18 07:17:40.343381,2.0,1.0,0.0,0.0,5.0,6.438,10.13,3.0,chat,0.0,True,3.0,74.0,mid
C10159,user10159@example.net,OH,pro,69.0,,,2.0,2.0,2025-11-09 03:48:50.471324,1.0,1.0,1.0,1.0,1.0,4.55,4.55,1.0,chat,0.0,True,0.0,22.0,mid
C10160,user10160@example.net,NJ,basic,21.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,False,0.0,,low
C10161,user10161@example.org,OH,basic,27.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,11.62,11.62,1.0,phone,0.0,True,0.0,,low
C10162,user10162@example.net,MD,pro,32.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,25.939999999999998,28.46,4.0,email,0.0,True,0.0,,low
C10163,user10163@example.net,HI,basic,24.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,20.80333333333333,23.31,2.0,phone,0.0,True,0.0,,low
C10164,user10164@example.com,AR,free,0.0,,,2.0,2.0,2025-11-24 06:37:00.570219,2.0,1.0,1.0,1.0,2.0,6.805,9.17,1.0,chat,0.0,True,1.0,7.0,mid
C10165,user10165@example.com,TN,enterprise,137.0,,,2.0,2.0,2025-11-24 10:53:17.892889,2.0,1.0,1.0,1.0,2.0,9.954999999999998,10.87,2.0,chat,0.0,True,0.0,7.0,mid
C10166,user10166@example.org,NV,free,0.0,,,3.0,3.0,2025-11-16 02:11:50.570343,2.0,1.0,1.0,1.0,3.0,9.753333333333332,10.41,2.0,phone,0.0,True,0.0,15.0,high
C10167,user10167@example.org,WV,pro,43.0,,,2.0,2.0,2025-10-11 11:08:25.199298,2.0,1.0,0.0,0.0,1.0,6.87,6.87,1.0,email,0.0,True,0.0,51.0,mid
C10168,user10168@example.org,UT,enterprise,91.0,,,2.0,2.0,2025-06-25 09:30:09.027420,2.0,1.0,0.0,0.0,4.0,14.0575,18.59,4.0,phone,0.0,True,0.0,159.0,mid
C10169,user10169@example.net,CT,basic,14.0,,,2.0,2.0,2025-11-24 08:47:27.537349,2.0,1.0,1.0,1.0,4.0,7.3,10.33,2.0,phone,0.0,True,1.0,7.0,mid
C10170,user10170@example.org,NJ,basic,22.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,24.195,28.57,2.0,email,0.0,True,0.0,,low
C10171,user10171@example.org,OR,basic,27.0,,,1.0,1.0,2025-11-28 07:00:36.181092,1.0,1.0,1.0,1.0,2.0,10.16,11.35,2.0,chat,0.0,True,0.0,3.0,low
C10172,user10172@example.org,GA,free,0.0,,,1.0,1.0,2025-08-31 21:36:30.428969,1.0,1.0,0.0,0.0,0.0,,,0.0,,0.0,False,0.0,91.0,low
C10173,user10173@example.com,FL,basic,23.0,,,2.0,2.0,2025-09-08 05:16:40.730774,2.0,1.0,0.0,0.0,1.0,7.99,7.99,1.0,chat,0.0,True,0.0,84.0,mid
C10174,user10174@example.com,TN,free,0.0,,,1.0,1.0,2025-08-13 03:58:51.470052,1.0,1.0,0.0,0.0,2.0,4.91,6.28,2.0,phone,0.0,True,1.0,110.0,low
C10175,user10175@example.net,MA,free,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.85,1.85,1.0,email,0.0,True,0.0,,low
C10176,user10176@example.com,SC,pro,50.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,1.9866666666666666,2.17,3.0,email,0.0,True,1.0,,low
C10177,user10177@example.org,SD,pro,80.0,,,3.0,3.0,2025-11-27 02:44:33.182556,2.0,1.0,1.0,1.0,3.0,10.253333333333334,11.55,3.0,phone,0.0,True,1.0,4.0,high
C10178,user10178@example.org,ID,basic,21.0,,,2.0,2.0,2025-09-10 01:03:09.651632,1.0,1.0,0.0,0.0,2.0,3.2800000000000002,4.83,2.0,chat,0.0,True,1.0,82.0,mid
C10179,user10179@example.net,MS,basic,10.0,,,5.0,5.0,2025-11-13 09:30:18.091580,3.0,1.0,2.0,2.0,1.0,6.32,6.32,1.0,phone,0.0,True,0.0,18.0,high
C10180,user10180@example.org,MO,pro,54.0,,,1.0,1.0,2025-06-08 14:31:36.572738,1.0,1.0,0.0,0.0,2.0,6.42,7.55,2.0,chat,0.0,True,1.0,176.0,low
C10181,user10181@example.com,MS,free,0.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,20.91,20.91,1.0,chat,0.0,True,0.0,,low
C10182,user10182@example.net,WI,pro,34.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,5.635,7.34,2.0,phone,0.0,True,0.0,,low
C10183,user10183@example.net,MI,enterprise,112.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,False,0.0,,low
C10184,user10184@example.com,CO,free,0.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,11.75,11.75,1.0,email,0.0,True,0.0,,low
C10185,user10185@example.net,WI,basic,15.0,,,3.0,3.0,2025-11-01 13:10:23.789944,2.0,1.0,0.0,0.0,4.0,6.1625,8.06,3.0,email,0.0,True,0.0,30.0,high
C10186,user10186@example.net,ND,free,0.0,,,1.0,1.0,2025-08-21 15:31:44.841085,1.0,1.0,0.0,0.0,2.0,2.735,3.84,1.0,email,0.0,True,0.0,102.0,low
C10187,user10187@example.net,AK,free,0.0,Y,1.0,1.0,1.0,2025-06-20 22:34:04.962615,1.0,1.0,0.0,0.0,3.0,21.191433333333336,29.114300000000007,2.0,chat,0.0,True,0.0,163.0,low
C10188,user10188@example.com,TN,pro,48.0,,,3.0,3.0,2025-09-17 13:36:18.838963,2.0,1.0,0.0,0.0,2.0,7.87,8.59,2.0,chat,0.0,True,0.0,75.0,high
C10189,user10189@example.net,VT,pro,37.0,,,1.0,1.0,2025-08-04 18:31:24.212506,1.0,1.0,0.0,0.0,3.0,4.516666666666667,5.38,2.0,phone,0.0,True,0.0,119.0,low
C10190,user10190@example.com,VA,pro,77.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,8.075,11.67,2.0,chat,0.0,True,0.0,,low
C10191,user10191@example.com,ID,pro,45.0,,,1.0,1.0,2025-06-05 18:11:38.814774,1.0,1.0,0.0,0.0,4.0,10.4475,11.79,3.0,email,0.0,True,1.0,179.0,low
C10192,user10192@example.org,DE,enterprise,94.0,,,3.0,3.0,2025-10-23 21:29:46.723284,3.0,1.0,0.0,0.0,2.0,7.1499999999999995,11.27,2.0,chat,0.0,True,0.0,38.0,high
C10193,user10193@example.org,WA,free,0.0,,,2.0,2.0,2025-10-28 12:56:59.700213,2.0,1.0,0.0,0.0,4.0,7.865,11.78,3.0,phone,0.0,True,0.0,34.0,mid
C10194,user10194@example.net,MA,basic,15.0,,,2.0,2.0,2025-10-15 13:22:14.112585,2.0,1.0,0.0,0.0,3.0,6.306666666666666,11.95,3.0,chat,0.0,True,0.0,47.0,mid
C10195,user10195@example.org,AK,basic,24.0,,,1.0,1.0,2025-11-25 17:50:42.891595,1.0,1.0,1.0,1.0,2.0,5.155,9.5,1.0,email,0.0,True,1.0,6.0,low
C10196,user10196@example.net,IN,enterprise,140.0,,,3.0,3.0,2025-11-21 09:02:11.807619,2.0,1.0,1.0,1.0,2.0,11.485,11.62,2.0,phone,0.0,True,0.0,10.0,high
C10197,user10197@example.org,MD,basic,12.0,,,3.0,3.0,2025-10-17 14:10:32.655251,2.0,1.0,0.0,0.0,6.0,9.691666666666668,12.46,4.0,email,0.0,True,0.0,45.0,high
C10198,user10198@example.com,NC,pro,78.0,,,1.0,1.0,2025-06-21 10:22:08.788866,1.0,1.0,0.0,0.0,0.0,,,0.0,,0.0,False,0.0,163.0,low
C10199,user10199@example.org,AL,free,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,4.876666666666666,7.29,3.0,chat,0.0,True,1.0,,low
C10200,user10200@example.net,IL,pro,64.0,,,3.0,3.0,2025-11-09 21:35:11.784085,2.0,1.0,1.0,1.0,0.0,,,0.0,,0.0,False,0.0,21.0,high
C10201,user10201@example.com,VT,enterprise,81.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,8.28,9.01,2.0,phone,0.0,True,1.0,,low
C10202,user10202@example.com,VA,basic,21.0,,,2.0,2.0,2025-11-21 07:28:52.656124,2.0,1.0,1.0,1.0,3.0,7.07,10.7,2.0,phone,0.0,True,0.0,10.0,mid
C10203,user10203@example.com,HI,free,0.0,,,2.0,2.0,2025-11-23 01:12:36.141321,2.0,1.0,1.0,1.0,1.0,10.64,10.64,1.0,email,1.0,True,1.0,8.0,mid
C10204,user10204@example.net,RI,enterprise,139.0,,,1.0,1.0,2025-06-13 19:23:02.471537,1.0,1.0,0.0,0.0,0.0,,,0.0,,0.0,False,0.0,171.0,low
C10205,user10205@example.org,IN,pro,39.0,,,1.0,1.0,2025-11-04 09:13:59.610465,1.0,1.0,1.0,1.0,3.0,10.0,10.57,3.0,chat,0.0,True,0.0,27.0,low
C10206,user10206@example.org,MO,free,0.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,18.9025,28.84,3.0,phone,0.0,True,1.0,,low
C10207,user10207@example.org,MD,pro,35.0,,,1.0,1.0,2025-11-24 00:29:17.507476,1.0,1.0,1.0,1.0,3.0,12.696666666666667,18.55,3.0,email,0.0,True,0.0,7.0,low
C10208,user10208@example.org,DE,basic,24.0,,,3.0,3.0,2025-08-27 05:11:18.853319,3.0,1.0,0.0,0.0,3.0,7.593333333333334,8.45,2.0,email,0.0,True,0.0,96.0,high
C10209,user10209@example.net,NH,basic,15.0,,,1.0,1.0,2025-10-12 07:06:43.286312,1.0,1.0,0.0,0.0,3.0,5.323333333333333,10.85,2.0,chat,1.0,True,0.0,50.0,low
C10210,user10210@example.org,IA,basic,12.0,,,3.0,3.0,2025-11-19 21:44:12.883889,2.0,1.0,1.0,1.0,4.0,7.967499999999999,11.61,4.0,chat,0.0,True,1.0,11.0,high
C10211,user10211@example.com,NM,basic,23.0,,,1.0,1.0,2025-11-23 15:16:48.211627,1.0,1.0,1.0,1.0,4.0,5.8325,11.77,3.0,phone,0.0,True,1.0,8.0,low
C10212,user10212@example.org,TX,free,0.0,,,4.0,4.0,2025-11-08 23:49:16.275126,4.0,1.0,2.0,2.0,3.0,6.776666666666666,9.77,3.0,chat,0.0,True,0.0,22.0,high
C10213,user10213@example.net,WI,pro,39.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.3,1.3,1.0,email,0.0,True,0.0,,low
C10214,user10214@example.com,ND,enterprise,118.0,Y,1.0,2.0,2.0,2025-08-24 13:52:00.472029,1.0,1.0,0.0,0.0,1.0,17.5,17.5,1.0,-,0.0,True,0.0,99.0,mid
C10215,user10215@example.com,AK,pro,65.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,7.44,10.03,3.0,phone,0.0,True,0.0,,low
C10216,user10216@example.net,SC,basic,20.0,,,1.0,1.0,2025-10-25 21:17:56.414789,1.0,1.0,0.0,0.0,3.0,7.986666666666667,11.6,2.0,email,0.0,True,2.0,36.0,low
C10217,user10217@example.net,OK,enterprise,81.0,,,1.0,1.0,2025-10-21 14:12:49.223185,1.0,1.0,0.0,0.0,1.0,10.19,10.19,1.0,phone,0.0,True,0.0,41.0,low
C10218,user10218@example.net,MT,basic,21.0,,,1.0,1.0,2025-11-12 21:48:07.073002,1.0,1.0,1.0,1.0,1.0,4.58,4.58,1.0,phone,0.0,True,0.0,18.0,low
C10219,user10219@example.net,IL,basic,23.0,Y,1.0,1.0,1.0,2025-08-14 00:26:08.950211,1.0,1.0,0.0,0.0,4.0,22.376075000000004,29.114300000000007,2.0,email,0.0,True,1.0,109.0,low
C10220,user10220@example.org,AR,basic,15.0,,,2.0,2.0,2025-09-08 08:15:05.264103,2.0,1.0,0.0,0.0,2.0,2.915,3.46,2.0,phone,1.0,True,0.0,84.0,mid
C10221,user10221@example.com,NH,pro,73.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,10.895,11.87,3.0,email,0.0,True,0.0,,low
C10222,user10222@example.net,MN,free,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,5.05,5.05,1.0,email,0.0,True,0.0,,low
C10223,user10223@example.com,RI,enterprise,91.0,,,3.0,3.0,2025-10-26 09:47:53.436424,2.0,1.0,0.0,0.0,3.0,9.143333333333333,10.43,2.0,chat,0.0,True,0.0,36.0,high
C10224,user10224@example.org,IA,basic,30.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,8.06,8.06,1.0,chat,0.0,True,1.0,,low
C10225,user10225@example.net,OR,enterprise,144.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,29.114300000000007,29.114300000000007,1.0,chat,0.0,True,0.0,,low
C10226,user10226@example.com,CA,free,0.0,,,2.0,2.0,2025-08-28 07:47:20.561814,1.0,1.0,0.0,0.0,1.0,2.66,2.66,1.0,chat,0.0,True,0.0,95.0,mid
C10227,user10227@example.net,WY,basic,23.0,,,2.0,2.0,2025-09-28 20:02:17.422851,2.0,1.0,0.0,0.0,2.0,5.295,6.86,1.0,chat,0.0,True,0.0,64.0,mid
C10228,user10228@example.org,AL,basic,27.0,,,3.0,3.0,2025-09-12 03:12:17.206174,2.0,1.0,0.0,0.0,3.0,4.97,10.53,2.0,email,0.0,True,0.0,80.0,high
C10229,user10229@example.org,NE,pro,49.0,,,2.0,2.0,2025-09-15 17:42:14.267263,2.0,1.0,0.0,0.0,1.0,14.01,14.01,1.0,chat,1.0,True,0.0,77.0,mid
C10230,user10230@example.com,GA,enterprise,125.0,,,1.0,1.0,2025-06-12 18:52:42.370071,1.0,1.0,0.0,0.0,2.0,12.64,14.94,2.0,phone,0.0,True,0.0,172.0,low
C10231,user10231@example.org,NY,basic,21.0,,,2.0,2.0,2025-11-02 19:37:28.016108,2.0,1.0,1.0,1.0,3.0,6.366666666666666,8.19,2.0,email,0.0,True,0.0,29.0,mid
C10232,user10232@example.net,ME,free,0.0,,,2.0,2.0,2025-12-01 06:31:51.141559,2.0,1.0,1.0,1.0,4.0,7.109999999999999,12.0,2.0,chat,0.0,True,1.0,0.0,mid
C10233,user10233@example.org,NV,free,0.0,,,2.0,2.0,2025-06-22 00:55:16.123213,1.0,1.0,0.0,0.0,1.0,5.01,5.01,1.0,email,0.0,True,0.0,162.0,mid
C10234,user10234@example.org,ID,pro,32.0,,,1.0,1.0,2025-06-25 08:05:11.208505,1.0,1.0,0.0,0.0,2.0,7.165,9.59,2.0,chat,0.0,True,2.0,159.0,low
C10235,user10235@example.org,CA,pro,66.0,Y,1.0,1.0,1.0,2025-10-20 12:40:13.064105,1.0,1.0,0.0,0.0,1.0,17.31,17.31,1.0,phone,0.0,True,0.0,42.0,low
C10236,user10236@example.net,SD,free,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,7.02,10.33,2.0,phone,0.0,True,0.0,,low
C10237,user10237@example.net,ME,pro,78.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,18.973333333333333,24.33,2.0,phone,0.0,True,1.0,,low
C10238,user10238@example.org,WI,basic,18.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,15.03,15.03,1.0,email,0.0,True,0.0,,low
C10239,user10239@example.net,IN,pro,45.0,,,2.0,2.0,2025-08-29 22:40:43.207505,2.0,1.0,0.0,0.0,1.0,7.38,7.38,1.0,email,0.0,True,0.0,93.0,mid
C10240,user10240@example.net,NE,basic,29.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,25.755,28.2,1.0,email,0.0,True,0.0,,low
C10241,user10241@example.org,NY,enterprise,138.0,,,5.0,5.0,2025-11-13 16:18:41.142635,4.0,1.0,1.0,1.0,2.0,5.795,7.25,1.0,phone,0.0,True,0.0,18.0,high
C10242,user10242@example.org,TX,pro,62.0,,,1.0,1.0,2025-10-23 19:26:49.648539,1.0,1.0,0.0,0.0,1.0,2.61,2.61,1.0,phone,0.0,True,0.0,39.0,low
C10243,user10243@example.com,IA,pro,79.0,,,3.0,3.0,2025-09-21 05:16:59.419058,2.0,1.0,0.0,0.0,0.0,,,0.0,,0.0,False,0.0,71.0,high
C10244,user10244@example.net,DE,basic,20.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,5.343333333333334,11.89,3.0,chat,0.0,True,1.0,,low
C10245,user10245@example.org,NH,free,0.0,,,1.0,1.0,2025-06-18 18:44:13.237569,1.0,1.0,0.0,0.0,1.0,3.97,3.97,1.0,phone,0.0,True,0.0,166.0,low
C10246,user10246@example.net,OK,enterprise,145.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,15.82,17.95,2.0,chat,0.0,True,0.0,,low
C10247,user10247@example.com,ND,free,0.0,,,1.0,1.0,2025-10-08 19:08:21.248545,1.0,1.0,0.0,0.0,3.0,5.823333333333333,6.73,2.0,phone,0.0,True,0.0,54.0,low
C10248,user10248@example.org,OK,basic,23.0,,,1.0,1.0,2025-08-15 20:39:45.842879,1.0,1.0,0.0,0.0,2.0,7.025,8.47,2.0,phone,0.0,True,0.0,108.0,low
C10249,user10249@example.com,TX,pro,67.0,,,1.0,1.0,2025-10-18 04:54:50.131103,1.0,1.0,0.0,0.0,2.0,7.9350000000000005,11.88,2.0,email,0.0,True,0.0,44.0,low
C10250,user10250@example.org,VT,enterprise,132.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,6.736666666666667,10.7,1.0,chat,0.0,True,0.0,,low
C10251,user10251@example.com,HI,basic,26.0,,,2.0,2.0,2025-11-26 16:28:42.368557,1.0,1.0,2.0,2.0,3.0,7.580000000000001,10.8,2.0,chat,0.0,True,1.0,5.0,mid
C10252,user10252@example.com,PA,basic,16.0,Y,1.0,1.0,1.0,2025-10-09 07:54:57.483776,1.0,1.0,0.0,0.0,2.0,23.03,26.4,2.0,chat,0.0,True,0.0,53.0,low
C10253,user10253@example.org,SC,enterprise,104.0,,,2.0,2.0,2025-11-29 20:26:05.431604,2.0,1.0,1.0,1.0,2.0,6.22,11.04,1.0,phone,0.0,True,0.0,2.0,mid
C10254,user10254@example.org,WA,free,0.0,Y,1.0,1.0,1.0,2025-06-25 14:25:37.379408,1.0,1.0,0.0,0.0,1.0,12.04,12.04,1.0,phone,0.0,True,0.0,159.0,low
C10255,user10255@example.net,IA,basic,13.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,18.130000000000003,24.81,3.0,email,0.0,True,0.0,,low
C10256,user10256@example.com,AZ,enterprise,133.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,6.15,6.15,1.0,chat,0.0,True,0.0,,low
C10257,user10257@example.com,NC,pro,55.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,3.6075,7.19,2.0,phone,0.0,True,1.0,,low
C10258,user10258@example.org,KS,free,0.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,19.1025,28.05,3.0,email,0.0,True,1.0,,low
C10259,user10259@example.org,ID,free,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,5.9625,10.92,4.0,chat,0.0,True,0.0,,low
C10260,user10260@example.com,RI,basic,22.0,,,1.0,1.0,2025-10-24 00:23:33.153455,1.0,1.0,0.0,0.0,4.0,5.8925,11.81,2.0,phone,0.0,True,0.0,38.0,low
C10261,user10261@example.org,VA,free,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,False,0.0,,low
C10262,user10262@example.org,FL,enterprise,82.0,,,2.0,2.0,2025-08-22 01:32:36.424667,2.0,1.0,0.0,0.0,2.0,7.955,11.7,2.0,-,0.0,True,0.0,101.0,mid
C10263,user10263@example.org,NY,enterprise,117.0,,,1.0,1.0,2025-07-19 03:32:51.975681,1.0,1.0,0.0,0.0,4.0,5.605,9.56,2.0,phone,0.0,True,0.0,135.0,low
C10264,user10264@example.com,ID,enterprise,93.0,,,4.0,4.0,2025-10-14 20:39:47.890090,3.0,1.0,0.0,0.0,0.0,,,0.0,,0.0,False,0.0,48.0,high
C10265,user10265@example.net,CO,free,0.0,,,1.0,1.0,2025-11-01 19:10:10.456810,1.0,1.0,0.0,0.0,1.0,6.22,6.22,1.0,email,0.0,True,0.0,30.0,low
C10266,user10266@example.net,VA,free,0.0,,,5.0,5.0,2025-10-01 04:29:39.607286,4.0,1.0,0.0,0.0,2.0,7.415,7.83,2.0,chat,0.0,True,0.0,61.0,high
C10267,user10267@example.net,CO,pro,35.0,Y,1.0,1.0,1.0,2025-08-29 07:21:43.147406,1.0,1.0,0.0,0.0,2.0,15.61,21.85,1.0,chat,0.0,True,1.0,94.0,low
C10268,user10268@example.net,VT,basic,24.0,,,1.0,1.0,2025-07-28 03:31:14.088900,1.0,1.0,0.0,0.0,3.0,6.633333333333333,10.14,3.0,phone,0.0,True,0.0,126.0,low
C10269,user10269@example.org,DE,enterprise,125.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,4.215,8.86,3.0,email,1.0,True,0.0,,low
C10270,user10270@example.org,AK,basic,12.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,19.44,25.77,3.0,chat,0.0,True,1.0,,low
C10271,user10271@example.org,HI,enterprise,130.0,,,3.0,3.0,2025-12-01 21:12:13.342817,3.0,1.0,1.0,1.0,4.0,5.0600000000000005,9.98,3.0,chat,0.0,True,1.0,0.0,high
C10272,user10272@example.com,PA,basic,14.0,,,2.0,2.0,2025-10-17 01:32:02.103827,1.0,1.0,0.0,0.0,5.0,6.048,11.74,2.0,email,1.0,True,0.0,45.0,mid
C10273,user10273@example.org,RI,free,0.0,Y,1.0,1.0,1.0,2025-09-06 13:05:49.370927,1.0,1.0,0.0,0.0,3.0,18.63,23.95,3.0,email,0.0,True,0.0,86.0,low
C10274,user10274@example.org,VA,basic,11.0,,,1.0,1.0,2025-10-22 14:00:35.220580,1.0,1.0,0.0,0.0,1.0,3.34,3.34,1.0,-,0.0,True,0.0,40.0,low
C10275,user10275@example.com,IN,enterprise,145.0,,,2.0,2.0,2025-09-23 07:12:07.680188,2.0,1.0,0.0,0.0,2.0,1.7599999999999998,2.78,2.0,chat,0.0,True,0.0,69.0,mid
C10276,user10276@example.net,MA,free,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,6.645,11.45,3.0,phone,0.0,True,0.0,,low
C10277,user10277@example.org,IN,enterprise,129.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,16.18,20.0,2.0,phone,0.0,True,0.0,,low
C10278,user10278@example.net,MO,pro,78.0,,,1.0,1.0,2025-10-20 01:57:24.023048,1.0,1.0,0.0,0.0,1.0,8.24,8.24,1.0,email,0.0,True,0.0,42.0,low
C10279,user10279@example.net,TN,enterprise,140.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,15.136,20.64,4.0,chat,0.0,True,1.0,,low
C10280,user10280@example.net,NC,pro,53.0,,,3.0,3.0,2025-11-12 10:03:04.279488,2.0,1.0,1.0,1.0,2.0,7.96,10.42,2.0,chat,0.0,True,0.0,19.0,high
C10281,user10281@example.net,MI,enterprise,120.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,14.853333333333333,18.57,2.0,phone,0.0,True,0.0,,low
C10282,user10282@example.org,NV,enterprise,141.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,21.535,24.92,2.0,chat,0.0,True,0.0,,low
C10283,user10283@example.org,MN,enterprise,124.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,5.7,10.08,3.0,chat,0.0,True,0.0,,low
C10284,user10284@example.org,ND,free,0.0,,,1.0,1.0,2025-06-11 16:36:18.128199,1.0,1.0,0.0,0.0,1.0,11.59,11.59,1.0,email,0.0,True,0.0,173.0,low
C10285,user10285@example.net,MD,enterprise,133.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,12.42,12.42,1.0,email,0.0,True,0.0,,low
C10286,user10286@example.org,AZ,pro,78.0,,,1.0,1.0,2025-09-06 19:52:31.415741,1.0,1.0,0.0,0.0,1.0,10.39,10.39,1.0,email,0.0,True,0.0,86.0,low
C10287,user10287@example.com,OR,enterprise,108.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,13.69,13.69,1.0,chat,0.0,True,0.0,,low
C10288,user10288@example.com,KS,basic,16.0,,,1.0,1.0,2025-11-06 23:59:43.737413,1.0,1.0,1.0,1.0,3.0,9.306666666666667,10.73,2.0,chat,0.0,True,0.0,24.0,low
C10289,user10289@example.org,MI,free,0.0,Y,1.0,1.0,1.0,2025-08-31 21:48:21.239774,1.0,1.0,0.0,0.0,4.0,20.3025,25.54,2.0,email,0.0,True,0.0,91.0,low
